price_for_two,delivery_time_min,distance_km,food_prep_time_min,restaurant_age_years,avg_monthly_orders,discount_percent,delivery_fee,late_delivery_rate,packaging_rating,hygiene_rating,customer_support_rating,cuisine_count,city_tier,restaurant_type,veg_option,online_order,table_booking,food_rating
495.0,40.7,2.21,30.9,10.1,1154.0,23.9,27.9,0.08,3,3,2,4,2,Quick Bites,Yes,No,Yes,3
844.0,35.0,0.3,12.1,2.0,3216.0,23.1,33.0,0.09,5,3,3,2,2,Quick Bites,No,Yes,No,5
401.0,56.0,12.85,19.9,1.6,1522.0,42.3,32.8,0.022,5,4,4,4,2,Quick Bites,Yes,No,Yes,5
291.0,48.3,0.31,35.2,1.4,798.0,8.4,59.0,0.334,4,3,3,1,1,Quick Bites,Yes,Yes,No,4
619.0,21.5,2.37,44.1,1.3,481.0,15.8,23.4,0.356,4,3,2,1,2,Casual Dining,No,No,No,3
2209.0,40.6,5.65,21.6,8.4,477.0,34.9,50.1,0.074,5,3,4,3,1,Casual Dining,No,Yes,No,3
665.0,48.6,0.3,17.6,2.4,1423.0,26.0,23.0,0.046,4,3,3,3,3,Cafe,Yes,Yes,No,5
477.0,12.9,0.3,14.0,2.8,1730.0,21.8,35.5,0.104,5,2,3,1,3,Casual Dining,No,Yes,No,4
293.0,42.5,0.41,24.8,4.8,2007.0,30.4,47.8,0.211,3,4,2,1,2,Cafe,No,Yes,No,3
835.0,51.3,0.3,21.4,15.6,926.0,32.2,62.4,0.055,3,5,3,2,3,Casual Dining,No,Yes,No,4
411.0,15.1,2.54,24.2,3.3,2130.0,12.3,20.2,0.355,3,4,4,4,1,Quick Bites,No,Yes,Yes,4
341.0,34.8,0.55,26.0,4.2,1815.0,16.8,70.1,0.198,4,5,2,3,1,Cloud Kitchen,Yes,Yes,No,4
314.0,41.1,0.99,10.1,6.1,2741.0,25.1,46.3,0.14,4,3,3,1,2,Quick Bites,Yes,No,Yes,5
2013.0,69.9,0.35,34.9,12.6,1005.0,3.1,40.2,0.036,4,2,5,2,3,Cafe,No,Yes,No,2
421.0,52.4,1.59,27.1,4.9,1111.0,9.2,27.9,0.233,3,2,3,3,1,Cafe,No,Yes,No,3
389.0,34.2,0.69,37.1,7.7,1088.0,32.4,32.6,0.32,4,2,1,3,1,Casual Dining,No,Yes,No,3
781.0,51.0,0.53,26.7,11.5,2925.0,24.7,36.3,0.218,5,3,3,2,1,Casual Dining,Yes,No,Yes,4
316.0,42.9,8.83,27.9,1.2,2291.0,8.8,22.2,0.195,3,3,5,2,2,Quick Bites,No,Yes,Yes,3
551.0,21.5,2.33,28.1,2.4,1370.0,16.8,38.3,0.335,4,5,3,1,2,Cloud Kitchen,Yes,Yes,No,5
909.0,43.5,2.62,22.9,0.8,949.0,17.0,52.4,0.157,3,4,3,2,1,Fine Dining,No,Yes,Yes,4
1286.0,40.6,3.13,21.8,1.4,2950.0,15.7,11.5,0.333,4,3,3,2,1,Cloud Kitchen,No,Yes,No,3
581.0,36.5,16.83,50.0,6.9,683.0,1.2,42.3,0.084,5,2,2,1,2,Cloud Kitchen,No,No,No,3
744.0,10.0,2.36,21.5,2.6,2520.0,24.5,28.6,0.193,5,5,4,3,2,Cloud Kitchen,No,Yes,No,5
267.0,22.6,0.3,44.3,7.3,2505.0,16.2,56.6,0.085,2,3,3,1,2,Quick Bites,Yes,Yes,No,3
573.0,56.3,1.52,24.9,25.6,2624.0,39.1,89.4,0.032,1,3,3,3,3,Casual Dining,No,Yes,Yes,3
694.0,17.8,7.85,10.0,5.5,553.0,34.0,42.1,0.052,3,5,5,1,1,Quick Bites,Yes,No,Yes,5
332.0,34.3,1.08,20.3,3.0,1694.0,4.1,21.8,0.172,4,5,4,3,1,Cloud Kitchen,Yes,No,No,5
400.0,41.0,4.63,14.6,12.5,1457.0,33.5,36.3,0.205,3,2,2,2,2,Casual Dining,No,No,No,4
631.0,50.4,2.74,24.6,2.8,997.0,22.8,23.3,0.667,3,4,4,4,1,Casual Dining,Yes,Yes,Yes,4
283.0,45.2,8.77,19.8,16.4,334.0,27.2,57.8,0.023,3,3,4,2,2,Quick Bites,Yes,No,No,5
634.0,33.9,16.63,36.4,3.6,1769.0,18.8,51.4,0.152,4,2,4,2,3,Cloud Kitchen,Yes,Yes,Yes,3
456.0,23.4,11.17,26.3,1.5,965.0,31.5,63.7,0.085,4,3,1,2,1,Casual Dining,Yes,Yes,Yes,4
688.0,17.8,1.41,17.2,0.9,655.0,8.3,42.4,0.249,4,4,4,3,2,Casual Dining,No,No,Yes,5
615.0,27.6,6.36,29.5,9.0,770.0,28.8,29.5,0.157,4,4,4,3,2,Casual Dining,Yes,Yes,No,5
690.0,16.0,0.8,31.7,2.9,938.0,21.3,48.8,0.194,3,4,5,1,1,Casual Dining,No,Yes,No,5
218.0,17.6,0.45,28.8,4.4,1872.0,29.2,35.5,0.266,1,5,4,2,1,Quick Bites,Yes,Yes,Yes,3
688.0,59.9,0.5,17.2,7.5,1118.0,16.2,30.3,0.05,4,4,4,2,2,Cafe,No,No,No,3
1102.0,48.7,5.58,25.3,0.1,900.0,26.3,26.5,0.019,2,3,3,1,1,Fine Dining,Yes,No,Yes,3
524.0,10.0,0.94,13.2,10.3,3043.0,26.0,53.2,0.059,4,3,2,1,3,Quick Bites,No,No,No,4
313.0,61.6,2.68,24.2,11.2,1191.0,37.6,29.7,0.233,5,4,3,2,3,Fine Dining,No,Yes,Yes,5
1035.0,41.7,9.24,10.0,10.3,985.0,10.2,61.7,0.471,3,5,4,2,3,Cafe,No,Yes,Yes,5
331.0,35.7,1.23,19.8,23.8,3263.0,13.7,65.2,0.175,4,5,5,2,2,Quick Bites,No,No,Yes,5
497.0,33.5,2.56,29.2,3.7,801.0,37.0,57.7,0.031,2,2,3,2,1,Casual Dining,No,Yes,Yes,3
404.0,46.4,1.55,23.0,0.1,1683.0,8.7,18.2,0.079,3,4,4,2,1,Cloud Kitchen,Yes,Yes,Yes,4
237.0,38.5,0.3,19.9,8.1,678.0,29.7,58.6,0.096,4,4,2,2,3,Casual Dining,Yes,Yes,No,5
472.0,24.3,6.12,34.8,3.7,763.0,27.4,20.9,0.041,3,5,3,2,1,Cloud Kitchen,Yes,No,No,4
350.0,52.9,0.3,24.6,2.0,883.0,22.1,18.5,0.137,4,3,2,3,2,Casual Dining,No,Yes,No,5
823.0,10.0,0.3,32.6,26.6,480.0,7.6,68.6,0.427,4,2,4,3,2,Fine Dining,Yes,No,No,5
865.0,26.0,0.3,25.0,0.2,1297.0,33.6,35.9,0.114,3,2,3,2,3,Quick Bites,No,Yes,Yes,4
533.0,31.5,2.89,40.4,2.7,2460.0,9.2,33.4,0.327,5,3,3,3,1,Quick Bites,Yes,No,No,3
505.0,34.0,6.31,31.3,4.7,481.0,9.3,9.9,0.255,4,4,2,1,2,Cloud Kitchen,No,Yes,No,4
428.0,18.3,24.2,32.4,8.4,1609.0,19.7,59.4,0.469,4,5,3,2,1,Cafe,Yes,Yes,No,4
580.0,29.8,8.29,43.3,19.8,1461.0,12.6,33.2,0.037,3,1,3,2,1,Fine Dining,No,Yes,No,3
404.0,62.8,4.92,43.6,5.6,611.0,20.1,15.5,0.079,4,2,3,3,2,Casual Dining,No,Yes,No,2
150.0,49.0,0.3,37.2,30.0,1126.0,4.0,22.0,0.115,5,5,3,2,2,Cafe,Yes,Yes,Yes,5
1442.0,41.8,4.89,31.1,0.2,1280.0,17.6,87.4,0.205,4,3,5,3,1,Quick Bites,No,Yes,No,3
992.0,26.1,1.38,24.0,0.3,2079.0,7.1,19.8,0.225,3,2,2,4,3,Quick Bites,No,Yes,Yes,3
629.0,38.2,4.84,20.9,1.8,856.0,8.9,56.0,0.135,4,2,3,2,1,Fine Dining,Yes,Yes,No,3
1134.0,40.3,5.51,27.4,7.6,2008.0,27.7,64.1,0.473,1,2,4,2,2,Casual Dining,Yes,Yes,Yes,3
613.0,25.0,9.74,26.7,8.0,2766.0,7.8,30.5,0.043,3,4,5,4,2,Casual Dining,No,Yes,No,5
1696.0,28.3,10.03,36.6,1.7,2711.0,21.2,19.3,0.367,5,3,1,1,1,Fine Dining,Yes,Yes,Yes,4
354.0,15.5,2.87,29.7,3.2,2275.0,13.6,25.8,0.165,2,3,1,2,1,Cloud Kitchen,No,Yes,No,3
416.0,25.2,1.87,25.6,3.1,1376.0,10.3,10.9,0.16,3,4,2,4,1,Quick Bites,Yes,No,No,4
657.0,29.7,4.13,20.5,5.8,1568.0,38.2,53.8,0.214,3,1,5,3,1,Quick Bites,No,Yes,No,4
387.0,28.5,1.96,22.9,2.4,1501.0,42.4,59.1,0.02,4,3,3,3,1,Cloud Kitchen,Yes,No,No,4
537.0,10.0,13.23,26.0,0.9,2866.0,6.9,82.2,0.221,3,2,5,3,1,Cloud Kitchen,No,Yes,Yes,3
409.0,42.0,0.44,24.2,1.4,629.0,10.0,57.4,0.271,5,5,4,3,2,Cafe,No,Yes,No,5
649.0,55.0,0.38,20.9,1.0,760.0,33.2,60.0,0.255,5,4,5,3,1,Cloud Kitchen,No,Yes,Yes,5
421.0,68.9,6.14,17.7,4.9,5756.0,45.3,51.4,0.288,4,3,3,1,3,Casual Dining,No,Yes,Yes,5
662.0,17.4,5.71,12.7,10.1,1484.0,14.9,32.5,0.031,3,5,3,1,1,Casual Dining,Yes,Yes,No,4
369.0,37.3,0.74,30.4,0.2,667.0,5.6,52.2,0.232,5,5,2,4,3,Casual Dining,No,Yes,No,4
427.0,47.3,5.62,22.7,9.4,1995.0,27.0,21.5,0.112,5,1,4,3,2,Fine Dining,Yes,Yes,No,5
940.0,30.4,1.36,18.7,20.2,3075.0,16.2,36.7,0.191,3,2,2,4,1,Casual Dining,Yes,Yes,Yes,4
634.0,33.5,1.05,32.1,23.8,612.0,27.5,19.2,0.172,2,2,3,3,2,Cloud Kitchen,Yes,Yes,Yes,3
424.0,71.9,1.8,23.6,18.5,2754.0,13.8,24.9,0.052,2,4,2,1,1,Quick Bites,No,Yes,Yes,3
476.0,27.5,1.61,41.4,1.6,761.0,31.4,29.0,0.304,4,4,2,1,3,Quick Bites,Yes,No,Yes,4
369.0,20.9,7.9,30.5,2.2,3037.0,23.9,58.1,0.147,2,3,4,1,1,Quick Bites,No,Yes,No,3
728.0,52.0,0.3,32.8,28.7,1079.0,15.0,45.2,0.008,3,2,3,2,2,Cafe,Yes,Yes,No,3
640.0,15.7,4.47,36.9,17.0,4442.0,9.3,9.3,0.331,5,2,2,4,3,Casual Dining,Yes,No,No,4
756.0,41.7,0.3,20.9,0.3,1161.0,23.6,66.1,0.3,5,3,4,1,1,Cloud Kitchen,Yes,Yes,Yes,4
1235.0,13.9,4.44,31.1,6.1,1948.0,17.8,38.8,0.392,4,3,2,2,3,Casual Dining,No,Yes,No,4
746.0,39.1,1.27,29.5,16.8,1165.0,5.1,46.8,0.48,4,3,2,1,3,Quick Bites,Yes,Yes,No,2
450.0,37.6,1.34,24.6,0.3,915.0,2.5,43.3,0.255,5,4,4,3,2,Quick Bites,No,Yes,No,5
738.0,41.6,5.42,28.3,0.9,933.0,14.9,56.5,0.119,3,2,5,2,1,Quick Bites,Yes,Yes,No,4
583.0,20.4,1.74,24.2,15.4,506.0,15.5,40.0,0.388,1,4,1,4,2,Casual Dining,Yes,Yes,No,4
792.0,23.8,0.91,44.5,3.5,3475.0,18.2,46.0,0.257,2,4,1,1,2,Cloud Kitchen,Yes,Yes,Yes,4
327.0,42.3,0.44,21.4,16.7,2443.0,5.5,34.8,0.325,2,2,2,1,2,Cafe,No,Yes,Yes,3
551.0,46.8,4.86,25.5,26.3,315.0,22.2,18.6,0.16,1,3,2,2,1,Casual Dining,Yes,Yes,No,3
525.0,28.7,0.51,26.7,0.7,1019.0,8.6,15.3,0.139,4,2,3,1,1,Casual Dining,No,No,Yes,3
665.0,31.4,13.85,23.3,3.0,1053.0,17.5,49.1,0.164,5,5,2,3,2,Fine Dining,No,Yes,No,5
308.0,53.1,2.34,35.8,0.1,2052.0,39.2,25.9,0.084,3,4,4,2,1,Cafe,Yes,Yes,No,4
514.0,25.1,0.49,34.0,16.2,1429.0,18.3,45.5,0.204,3,4,4,3,3,Quick Bites,Yes,Yes,Yes,5
1118.0,69.1,10.86,15.0,5.1,447.0,12.5,58.8,0.128,2,4,3,2,3,Casual Dining,Yes,Yes,No,5
354.0,44.8,0.3,23.5,2.7,949.0,44.0,45.3,0.251,2,3,3,4,3,Cloud Kitchen,No,No,No,2
521.0,55.6,5.0,25.1,13.0,1441.0,24.8,45.1,0.389,5,4,4,3,3,Casual Dining,No,Yes,No,4
241.0,33.2,7.56,27.7,11.0,587.0,38.7,52.5,0.424,3,3,5,1,2,Cafe,Yes,Yes,No,4
185.0,11.0,1.43,50.0,0.1,2192.0,29.9,33.3,0.056,3,5,2,1,2,Quick Bites,No,No,Yes,3
970.0,31.9,0.61,28.8,10.7,770.0,3.8,55.9,0.013,4,4,3,1,1,Quick Bites,Yes,Yes,Yes,5
308.0,33.2,1.28,24.3,30.5,979.0,4.1,40.1,0.098,5,2,5,1,1,Quick Bites,Yes,Yes,No,4
270.0,57.8,0.91,16.5,6.2,930.0,27.5,45.3,0.107,1,5,4,3,1,Casual Dining,No,Yes,No,4
1075.0,42.2,0.89,27.7,11.0,962.0,18.7,35.1,0.176,5,4,4,2,1,Quick Bites,No,No,Yes,5
177.0,45.6,1.56,25.9,2.6,959.0,8.0,55.6,0.174,4,3,3,2,2,Cloud Kitchen,Yes,Yes,Yes,5
653.0,51.2,7.67,23.1,8.2,774.0,24.1,48.1,0.046,4,4,1,4,2,Quick Bites,Yes,Yes,Yes,3
875.0,41.8,3.78,37.8,5.6,501.0,35.9,38.3,0.264,5,5,4,1,1,Casual Dining,No,Yes,No,4
568.0,26.7,0.3,20.2,3.3,1647.0,3.0,29.5,0.031,3,1,3,1,2,Cloud Kitchen,Yes,Yes,Yes,3
352.0,39.8,0.3,25.9,9.0,1303.0,11.1,42.0,0.145,4,1,2,1,1,Casual Dining,Yes,No,Yes,4
464.0,47.3,0.3,15.2,0.7,1376.0,30.2,70.7,0.265,4,5,2,3,2,Cafe,No,Yes,No,4
371.0,51.9,0.73,23.2,1.6,813.0,27.9,37.4,0.166,2,4,5,3,1,Cafe,No,Yes,Yes,4
907.0,52.1,4.06,34.8,13.9,2194.0,2.3,25.7,0.144,5,5,4,1,1,Casual Dining,Yes,Yes,Yes,5
305.0,29.3,1.7,10.0,1.8,318.0,32.0,50.1,0.082,3,2,2,1,1,Cloud Kitchen,Yes,Yes,Yes,4
432.0,18.0,1.24,15.2,3.2,453.0,24.6,28.5,0.109,4,4,2,2,3,Cloud Kitchen,Yes,Yes,No,4
708.0,26.2,0.37,17.4,3.1,4772.0,24.0,45.9,0.035,5,5,3,1,2,Cloud Kitchen,Yes,No,No,5
156.0,18.1,5.84,41.3,10.3,1672.0,19.2,16.7,0.07,4,4,4,4,1,Casual Dining,Yes,Yes,No,4
180.0,53.4,4.53,21.1,0.9,2396.0,17.6,40.6,0.343,4,3,2,3,3,Casual Dining,No,Yes,No,2
215.0,33.1,0.63,12.2,3.2,1519.0,22.9,33.2,0.27,2,3,2,1,2,Casual Dining,Yes,Yes,Yes,3
1130.0,33.7,3.4,15.3,7.8,2281.0,8.4,21.6,0.238,3,2,3,1,3,Casual Dining,Yes,Yes,No,4
1071.0,44.3,7.21,24.2,30.3,1836.0,11.3,50.2,0.188,3,4,4,2,3,Cafe,Yes,Yes,Yes,5
988.0,50.4,0.59,31.0,4.1,1034.0,16.3,67.0,0.16,3,4,3,1,2,Fine Dining,Yes,Yes,Yes,4
442.0,51.8,3.31,35.1,13.5,1983.0,3.8,23.8,0.288,5,4,2,1,1,Fine Dining,Yes,No,Yes,3
556.0,39.4,13.72,43.0,2.2,1466.0,3.2,34.7,0.395,3,1,5,1,2,Fine Dining,Yes,No,No,3
455.0,10.5,0.82,25.2,1.1,1765.0,13.0,27.5,0.02,3,5,1,3,1,Quick Bites,No,Yes,No,4
586.0,30.7,2.17,27.3,2.3,1080.0,12.9,22.9,0.323,1,2,4,3,2,Cloud Kitchen,Yes,Yes,No,4
286.0,48.3,5.05,43.3,5.8,1164.0,24.8,14.8,0.37,3,5,4,2,2,Quick Bites,Yes,Yes,No,4
402.0,51.7,1.41,27.6,3.3,697.0,21.7,29.3,0.165,3,3,3,1,2,Cloud Kitchen,No,Yes,No,2
427.0,18.7,4.03,13.3,12.1,6951.0,11.0,30.6,0.254,3,5,2,2,2,Fine Dining,Yes,Yes,Yes,5
834.0,46.1,2.83,31.2,5.0,568.0,18.5,36.9,0.07,3,4,2,2,2,Cafe,Yes,Yes,Yes,4
423.0,75.9,8.73,43.8,0.8,739.0,4.9,30.6,0.173,5,3,2,2,1,Quick Bites,Yes,Yes,No,3
877.0,37.0,0.3,47.9,9.5,3691.0,24.9,32.4,0.162,4,4,5,2,2,Quick Bites,Yes,Yes,No,5
150.0,34.4,4.56,25.0,3.1,983.0,33.2,24.6,0.288,3,4,2,4,3,Fine Dining,Yes,Yes,Yes,5
915.0,59.6,6.67,26.2,7.6,1806.0,15.0,30.0,0.391,4,2,5,2,1,Cloud Kitchen,Yes,No,No,3
521.0,42.7,3.24,31.0,2.1,1437.0,23.7,34.0,0.164,3,5,5,3,1,Quick Bites,Yes,Yes,Yes,4
282.0,26.6,4.02,20.3,2.7,1117.0,41.4,13.3,0.042,4,3,1,3,2,Quick Bites,No,Yes,No,4
2188.0,47.2,5.28,22.0,3.9,1224.0,33.6,47.4,0.267,5,5,4,4,2,Cloud Kitchen,Yes,Yes,Yes,5
664.0,36.9,12.32,35.0,2.9,6983.0,7.2,26.6,0.256,2,2,4,3,3,Quick Bites,No,No,Yes,2
451.0,42.0,3.52,22.1,5.4,3183.0,12.9,9.4,0.11,4,3,3,2,3,Quick Bites,Yes,Yes,Yes,4
270.0,28.3,2.01,29.5,8.4,1471.0,33.1,24.2,0.063,1,4,4,3,1,Cafe,No,Yes,Yes,3
492.0,31.7,6.85,31.2,6.5,919.0,39.4,37.9,0.433,1,3,4,3,1,Cafe,Yes,No,No,2
368.0,13.7,0.3,36.6,5.9,2211.0,23.6,19.3,0.199,4,5,4,1,1,Casual Dining,Yes,No,Yes,5
772.0,22.7,3.48,31.3,6.2,823.0,37.7,2.7,0.209,3,2,3,1,1,Casual Dining,Yes,No,No,5
497.0,32.4,0.3,40.6,2.3,2998.0,29.5,41.1,0.219,4,3,1,1,1,Casual Dining,Yes,Yes,Yes,4
431.0,50.8,2.81,23.8,3.1,2850.0,16.4,38.5,0.379,4,4,1,1,3,Quick Bites,Yes,No,No,3
598.0,16.1,3.63,16.5,4.6,2615.0,35.3,62.3,0.153,3,5,4,1,2,Cafe,Yes,No,No,4
321.0,48.1,10.03,27.5,17.1,805.0,26.7,30.9,0.048,3,5,4,2,1,Quick Bites,No,Yes,No,3
300.0,34.6,2.95,15.5,0.8,4008.0,20.3,64.6,0.266,5,1,4,4,2,Casual Dining,No,Yes,No,5
1442.0,42.5,5.18,38.3,2.8,1883.0,6.3,18.9,0.098,3,2,3,2,1,Quick Bites,Yes,Yes,Yes,3
1678.0,47.7,3.91,19.4,6.2,858.0,18.2,26.4,0.644,2,1,4,3,3,Cafe,No,Yes,No,2
305.0,26.8,0.91,29.8,1.2,2572.0,6.5,21.9,0.153,3,2,4,2,2,Cafe,No,No,No,5
455.0,42.7,1.48,24.8,7.1,2931.0,15.3,26.8,0.402,3,3,4,3,1,Fine Dining,Yes,Yes,Yes,5
1184.0,28.2,10.62,33.8,23.3,1556.0,4.9,89.7,0.15,5,2,4,2,2,Cafe,Yes,Yes,No,5
469.0,29.1,0.31,39.8,2.9,917.0,21.3,41.7,0.187,4,3,3,1,1,Quick Bites,No,Yes,Yes,4
465.0,11.2,16.25,36.9,3.8,1969.0,20.1,27.0,0.204,4,3,4,2,1,Cloud Kitchen,No,Yes,No,2
313.0,23.4,11.49,21.1,26.4,742.0,13.7,50.8,0.1,4,4,4,1,3,Casual Dining,Yes,No,No,5
516.0,35.7,4.77,12.5,6.3,1953.0,23.9,25.3,0.219,2,4,5,2,3,Quick Bites,Yes,Yes,No,5
472.0,36.0,15.98,35.2,3.5,914.0,14.9,29.5,0.067,3,2,1,2,1,Casual Dining,Yes,Yes,No,2
263.0,28.1,1.06,21.8,17.7,949.0,46.7,16.8,0.173,4,1,3,2,1,Cloud Kitchen,Yes,No,No,4
279.0,43.4,3.14,20.6,6.9,1250.0,31.3,46.4,0.128,4,3,5,1,1,Cloud Kitchen,Yes,No,Yes,4
462.0,11.4,10.74,30.7,2.2,742.0,46.0,51.9,0.112,3,5,3,1,2,Cafe,No,Yes,No,5
643.0,16.2,1.0,39.5,4.1,646.0,20.5,67.7,0.2,3,4,4,2,3,Cloud Kitchen,Yes,Yes,No,4
367.0,44.5,2.46,39.9,3.6,1833.0,31.6,32.4,0.295,4,3,1,1,2,Casual Dining,No,Yes,No,3
727.0,27.8,0.55,30.6,5.9,994.0,11.4,26.9,0.21,4,3,5,3,3,Cloud Kitchen,Yes,Yes,No,5
633.0,69.7,0.3,22.4,14.7,553.0,12.0,76.5,0.019,5,3,2,3,1,Casual Dining,No,Yes,No,4
454.0,34.2,0.8,37.3,2.6,1480.0,23.8,41.2,0.276,3,4,5,2,1,Casual Dining,No,Yes,No,5
423.0,54.1,1.91,40.6,15.1,1221.0,35.5,40.7,0.281,3,3,3,2,2,Quick Bites,No,Yes,No,4
841.0,32.4,1.48,15.3,0.3,745.0,21.0,18.1,0.527,2,4,2,3,2,Casual Dining,No,No,No,5
739.0,43.8,2.85,16.1,9.8,4179.0,9.7,45.0,0.018,5,4,2,1,1,Cloud Kitchen,No,Yes,Yes,4
510.0,20.2,1.46,52.3,3.4,673.0,24.3,43.8,0.187,1,5,3,1,2,Cloud Kitchen,Yes,Yes,No,3
879.0,17.1,0.73,32.4,11.4,3254.0,26.7,66.1,0.026,2,3,4,1,2,Casual Dining,Yes,Yes,No,4
421.0,21.7,2.81,37.4,17.4,1794.0,29.4,19.7,0.175,4,5,5,2,1,Cloud Kitchen,No,Yes,No,5
318.0,52.6,3.09,32.1,4.9,1869.0,45.4,52.1,0.557,4,3,2,1,1,Cafe,Yes,Yes,No,2
1047.0,25.5,3.31,12.4,7.7,1210.0,2.4,12.6,0.303,3,5,3,4,3,Cloud Kitchen,Yes,Yes,No,5
449.0,31.2,1.82,25.7,1.8,1242.0,5.7,41.9,0.243,4,3,4,3,1,Fine Dining,Yes,Yes,No,4
325.0,35.6,5.54,20.1,4.7,1273.0,4.0,34.0,0.347,4,3,3,2,2,Cloud Kitchen,Yes,Yes,No,4
301.0,55.8,8.8,23.7,9.8,3132.0,6.9,53.2,0.19,1,2,2,3,3,Cafe,No,Yes,Yes,3
626.0,45.7,8.75,35.6,0.1,340.0,32.6,8.9,0.104,4,3,3,2,3,Fine Dining,No,Yes,Yes,5
602.0,26.2,1.23,20.9,2.6,5582.0,28.8,23.5,0.509,3,4,2,3,1,Quick Bites,No,Yes,No,5
570.0,60.1,5.98,37.5,10.5,3556.0,39.4,29.5,0.113,2,3,5,3,2,Cafe,Yes,Yes,Yes,3
274.0,49.3,1.13,21.1,2.0,332.0,35.8,25.7,0.111,5,3,5,1,1,Casual Dining,No,Yes,Yes,5
764.0,25.4,3.86,30.6,2.2,1574.0,24.5,51.1,0.225,4,5,2,2,2,Cloud Kitchen,Yes,Yes,No,5
323.0,49.8,2.53,46.4,11.9,2757.0,14.0,64.8,0.242,2,2,3,2,1,Cafe,Yes,Yes,No,3
417.0,22.8,5.61,18.2,16.1,1621.0,31.6,25.4,0.101,4,4,1,3,1,Casual Dining,Yes,Yes,No,4
198.0,58.1,4.03,26.9,12.7,1512.0,17.1,37.0,0.243,2,3,3,1,2,Quick Bites,No,No,No,3
820.0,56.6,0.3,33.5,0.4,986.0,14.5,22.5,0.044,3,3,3,2,1,Casual Dining,Yes,Yes,No,4
911.0,20.3,3.22,21.7,6.4,718.0,32.7,39.2,0.124,5,4,3,3,3,Cloud Kitchen,No,No,No,5
404.0,46.9,2.78,29.0,7.6,1144.0,27.4,13.6,0.026,4,4,4,2,1,Casual Dining,Yes,Yes,No,4
546.0,38.2,1.53,23.0,1.3,2381.0,36.8,44.7,0.319,5,3,3,1,2,Cafe,No,Yes,Yes,5
434.0,21.1,2.88,27.2,0.1,1652.0,29.4,63.2,0.284,3,5,2,1,2,Casual Dining,Yes,Yes,No,5
532.0,35.1,4.27,35.1,5.8,792.0,30.6,34.1,0.161,4,4,5,1,3,Quick Bites,No,Yes,No,5
343.0,34.5,2.52,18.8,6.1,680.0,7.5,45.3,0.176,2,4,3,2,1,Cloud Kitchen,No,Yes,No,2
1306.0,38.0,0.47,36.2,0.1,1112.0,6.5,52.7,0.211,3,4,3,2,2,Quick Bites,No,Yes,No,3
285.0,39.4,2.11,38.1,4.5,1809.0,27.7,39.9,0.082,5,4,3,2,2,Quick Bites,Yes,Yes,Yes,5
583.0,71.3,6.99,28.6,9.9,1648.0,10.6,70.9,0.033,3,2,4,3,1,Quick Bites,No,Yes,No,3
689.0,45.4,4.11,51.8,22.6,2452.0,19.2,78.0,0.011,3,2,3,1,1,Cloud Kitchen,No,No,No,2
655.0,39.0,6.67,42.3,2.0,808.0,21.6,47.6,0.213,3,3,1,3,2,Casual Dining,Yes,Yes,No,4
405.0,57.0,0.86,22.5,5.2,2718.0,28.9,56.2,0.216,3,5,4,1,2,Quick Bites,Yes,No,No,4
979.0,41.7,8.71,27.8,5.9,2019.0,39.0,64.0,0.263,3,3,5,3,1,Cloud Kitchen,No,Yes,No,4
1111.0,30.0,2.57,28.4,11.5,1207.0,15.0,48.8,0.281,5,2,5,3,1,Casual Dining,No,Yes,No,5
367.0,48.6,0.98,15.7,10.4,1112.0,30.8,51.3,0.16,3,5,2,1,3,Casual Dining,Yes,No,Yes,5
511.0,57.8,0.3,29.0,2.9,970.0,20.6,28.1,0.197,2,3,4,2,2,Quick Bites,No,Yes,Yes,3
1044.0,22.2,3.3,27.8,3.7,992.0,24.9,44.7,0.097,5,5,3,2,1,Cloud Kitchen,Yes,Yes,Yes,5
868.0,59.2,4.29,22.4,15.1,793.0,23.7,43.0,0.164,1,2,5,1,1,Cloud Kitchen,Yes,Yes,Yes,3
490.0,16.9,3.49,31.7,6.0,1137.0,11.3,60.1,0.315,3,4,4,3,1,Casual Dining,Yes,Yes,Yes,5
486.0,53.7,5.77,26.3,45.0,708.0,5.2,51.1,0.099,3,2,3,3,2,Cloud Kitchen,No,No,No,3
950.0,25.2,2.18,28.4,7.3,961.0,19.7,37.8,0.186,4,4,5,2,1,Casual Dining,Yes,No,No,5
607.0,10.7,0.3,23.8,1.7,766.0,14.3,70.3,0.774,3,3,3,2,3,Cloud Kitchen,No,Yes,No,4
643.0,52.7,1.8,28.7,7.3,1698.0,28.7,32.5,0.24,4,3,5,1,2,Cafe,Yes,Yes,Yes,4
1221.0,34.0,4.38,22.6,4.9,1326.0,9.8,64.9,0.497,4,5,4,4,1,Casual Dining,Yes,Yes,No,5
947.0,27.1,4.18,34.7,1.9,1319.0,1.4,44.1,0.189,5,2,4,4,2,Quick Bites,No,Yes,Yes,5
523.0,24.1,1.55,31.5,14.3,3240.0,14.5,42.9,0.05,3,3,2,2,2,Cafe,No,Yes,No,4
438.0,31.4,1.37,28.3,6.3,2356.0,28.4,39.2,0.217,3,4,4,1,3,Fine Dining,Yes,Yes,No,5
258.0,52.7,0.58,10.0,0.4,2357.0,37.8,16.8,0.177,4,2,5,1,1,Casual Dining,Yes,No,No,5
552.0,31.1,0.45,32.3,4.5,1029.0,35.2,38.3,0.035,5,3,4,3,1,Quick Bites,Yes,Yes,No,4
